1.970000000000000000e+03,1.971000000000000000e+03,1.972000000000000000e+03,1.973000000000000000e+03,1.974000000000000000e+03,1.975000000000000000e+03,1.976000000000000000e+03,1.977000000000000000e+03,1.978000000000000000e+03,1.979000000000000000e+03,1.980000000000000000e+03,1.981000000000000000e+03,1.982000000000000000e+03,1.983000000000000000e+03,1.984000000000000000e+03,1.985000000000000000e+03,1.986000000000000000e+03,1.987000000000000000e+03,1.988000000000000000e+03,1.989000000000000000e+03,1.990000000000000000e+03
0.000000000000000000e+00,2.000000000000000111e-01,nan,nan,nan,nan,nan,nan,nan,nan,2.399999999999999911e-01,2.200000000000000011e-01,nan,nan,nan,nan,nan,nan,1.100000000000000006e-01,2.999999999999999889e-02,4.000000000000000083e-02
0.000000000000000000e+00,2.500000000000000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,2.399999999999999911e-01,1.900000000000000022e-01,nan,nan,nan,nan,nan,1.400000000000000133e-01,1.100000000000000006e-01,4.000000000000000083e-02,5.000000000000000278e-02
0.000000000000000000e+00,2.500000000000000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,2.600000000000000089e-01,2.000000000000000111e-01,nan,nan,nan,nan,nan,1.199999999999999956e-01,1.100000000000000006e-01,5.000000000000000278e-02,5.000000000000000278e-02
0.000000000000000000e+00,1.799999999999999933e-01,nan,nan,nan,nan,nan,nan,nan,nan,2.800000000000000266e-01,2.300000000000000100e-01,nan,nan,nan,nan,nan,1.000000000000000056e-01,1.000000000000000056e-01,4.000000000000000083e-02,7.000000000000000666e-02
0.000000000000000000e+00,8.999999999999999667e-02,nan,nan,nan,nan,nan,nan,nan,nan,2.500000000000000000e-01,1.900000000000000022e-01,nan,nan,nan,nan,nan,8.999999999999999667e-02,1.199999999999999956e-01,4.000000000000000083e-02,2.999999999999999889e-02
0.000000000000000000e+00,1.300000000000000044e-01,nan,nan,nan,nan,nan,nan,nan,nan,2.399999999999999911e-01,2.300000000000000100e-01,nan,nan,nan,nan,nan,1.000000000000000056e-01,1.199999999999999956e-01,5.000000000000000278e-02,4.000000000000000083e-02
0.000000000000000000e+00,1.100000000000000006e-01,nan,nan,nan,nan,nan,nan,nan,nan,2.399999999999999911e-01,2.000000000000000111e-01,nan,nan,nan,nan,nan,1.199999999999999956e-01,1.100000000000000006e-01,5.000000000000000278e-02,5.000000000000000278e-02
0.000000000000000000e+00,1.499999999999999944e-01,nan,nan,nan,nan,nan,nan,nan,nan,2.899999999999999800e-01,1.900000000000000022e-01,nan,nan,nan,nan,nan,1.300000000000000044e-01,8.999999999999999667e-02,5.000000000000000278e-02,4.000000000000000083e-02
0.000000000000000000e+00,6.700000000000000400e-01,nan,nan,nan,nan,nan,nan,nan,nan,3.499999999999999778e-01,1.799999999999999933e-01,nan,nan,nan,nan,nan,1.499999999999999944e-01,8.000000000000000167e-02,5.000000000000000278e-02,4.000000000000000083e-02
