1.950000000000000000e+03,1.951000000000000000e+03,1.952000000000000000e+03,1.953000000000000000e+03,1.954000000000000000e+03,1.955000000000000000e+03,1.956000000000000000e+03,1.957000000000000000e+03,1.958000000000000000e+03,1.959000000000000000e+03,1.960000000000000000e+03,1.961000000000000000e+03,1.962000000000000000e+03,1.963000000000000000e+03,1.964000000000000000e+03,1.965000000000000000e+03,1.966000000000000000e+03,1.967000000000000000e+03,1.968000000000000000e+03,1.969000000000000000e+03,1.970000000000000000e+03,1.971000000000000000e+03,1.972000000000000000e+03,1.973000000000000000e+03,1.974000000000000000e+03,1.975000000000000000e+03,1.976000000000000000e+03,1.977000000000000000e+03,1.978000000000000000e+03,1.979000000000000000e+03,1.980000000000000000e+03
1.000000000000000056e-01,1.000000000000000056e-01,4.299999999999999822e+00,4.000000000000000222e-01,2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000222e-01,1.000000000000000056e-01,1.500000000000000000e+00,8.000000000000000444e-01,5.999999999999999778e-01,1.000000000000000056e-01,5.000000000000000000e-01,2.999999999999999889e-01,1.000000000000000056e-01,1.000000000000000056e-01,5.999999999999999778e-01,6.400000000000000355e+00,1.000000000000000056e-01,8.599999999999999645e+00,7.600000000000000089e-01,2.000000000000000000e+00,2.899999999999999800e-01,1.199999999999999956e+00,5.799999999999999600e-01,5.600000000000000533e-01,4.400000000000000000e+01,7.399999999999999911e-01,1.400000000000000000e+01,6.000000000000000000e+00,4.200000000000000178e+00
1.000000000000000056e-01,1.000000000000000056e-01,3.700000000000000178e+00,4.000000000000000222e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.300000000000000044e+00,8.000000000000000444e-01,5.999999999999999778e-01,1.000000000000000056e-01,5.000000000000000000e-01,2.999999999999999889e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.000000000000000222e-01,6.099999999999999645e+00,1.000000000000000056e-01,9.000000000000000000e+00,7.600000000000000089e-01,1.800000000000000044e+00,2.899999999999999800e-01,1.199999999999999956e+00,5.200000000000000178e-01,8.699999999999999956e-01,2.700000000000000000e+01,3.200000000000000067e-01,1.400000000000000000e+01,5.900000000000000355e+00,4.200000000000000178e+00
1.000000000000000056e-01,1.000000000000000056e-01,3.200000000000000178e+00,2.999999999999999889e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.100000000000000089e+00,6.999999999999999556e-01,5.999999999999999778e-01,1.000000000000000056e-01,5.999999999999999778e-01,2.999999999999999889e-01,1.000000000000000056e-01,1.000000000000000056e-01,2.999999999999999889e-01,5.500000000000000000e+00,1.000000000000000056e-01,9.000000000000000000e+00,7.600000000000000089e-01,1.699999999999999956e+00,2.899999999999999800e-01,1.199999999999999956e+00,6.400000000000000133e-01,6.999999999999999556e-01,2.200000000000000000e+01,3.400000000000000244e-01,1.500000000000000000e+01,5.900000000000000355e+00,4.400000000000000355e+00
1.000000000000000056e-01,1.000000000000000056e-01,3.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.100000000000000089e+00,5.999999999999999778e-01,5.999999999999999778e-01,1.000000000000000056e-01,5.999999999999999778e-01,2.999999999999999889e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.999999999999999889e-01,5.500000000000000000e+00,1.000000000000000056e-01,9.000000000000000000e+00,3.100000000000000089e+00,1.699999999999999956e+00,2.899999999999999800e-01,1.300000000000000044e+00,7.800000000000000266e-01,5.600000000000000533e-01,1.700000000000000000e+01,3.200000000000000067e-01,1.400000000000000000e+01,5.500000000000000000e+00,4.500000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,3.200000000000000178e+00,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.300000000000000044e+00,5.999999999999999778e-01,5.999999999999999778e-01,1.000000000000000056e-01,5.999999999999999778e-01,2.999999999999999889e-01,1.000000000000000056e-01,2.000000000000000111e-01,2.999999999999999889e-01,5.500000000000000000e+00,1.000000000000000056e-01,9.000000000000000000e+00,6.799999999999999822e+00,1.699999999999999956e+00,3.300000000000000155e-01,1.100000000000000089e+00,7.099999999999999645e-01,4.899999999999999911e-01,1.400000000000000000e+01,3.099999999999999978e-01,1.400000000000000000e+01,5.400000000000000355e+00,4.500000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,3.200000000000000178e+00,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.300000000000000044e+00,5.999999999999999778e-01,5.999999999999999778e-01,1.000000000000000056e-01,5.999999999999999778e-01,2.999999999999999889e-01,1.000000000000000056e-01,2.000000000000000111e-01,4.000000000000000222e-01,5.500000000000000000e+00,1.000000000000000056e-01,9.000000000000000000e+00,7.799999999999999822e+00,1.500000000000000000e+00,4.299999999999999933e-01,1.100000000000000089e+00,7.099999999999999645e-01,4.899999999999999911e-01,1.100000000000000000e+01,3.099999999999999978e-01,1.400000000000000000e+01,6.500000000000000000e+00,4.599999999999999645e+00
2.000000000000000111e-01,1.000000000000000056e-01,3.200000000000000178e+00,2.999999999999999889e-01,2.000000000000000111e-01,1.500000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,1.500000000000000000e+00,5.999999999999999778e-01,5.999999999999999778e-01,1.000000000000000056e-01,5.999999999999999778e-01,2.999999999999999889e-01,1.000000000000000056e-01,2.000000000000000111e-01,2.999999999999999889e-01,5.500000000000000000e+00,1.000000000000000056e-01,8.599999999999999645e+00,8.199999999999999289e+00,1.500000000000000000e+00,4.299999999999999933e-01,1.199999999999999956e+00,4.299999999999999822e+00,4.899999999999999911e-01,7.400000000000000355e+00,5.100000000000000089e-01,1.400000000000000000e+01,7.200000000000000178e+00,4.799999999999999822e+00
2.000000000000000111e-01,1.000000000000000056e-01,2.799999999999999822e+00,2.999999999999999889e-01,2.000000000000000111e-01,1.699999999999999956e+00,2.000000000000000111e-01,1.000000000000000056e-01,1.500000000000000000e+00,5.999999999999999778e-01,5.999999999999999778e-01,1.000000000000000056e-01,5.999999999999999778e-01,2.999999999999999889e-01,1.000000000000000056e-01,2.000000000000000111e-01,2.999999999999999889e-01,5.500000000000000000e+00,1.000000000000000056e-01,8.599999999999999645e+00,7.799999999999999822e+00,1.500000000000000000e+00,3.300000000000000155e-01,1.500000000000000000e+00,8.699999999999999289e+00,4.299999999999999933e-01,6.599999999999999645e+00,6.500000000000000222e-01,1.400000000000000000e+01,5.200000000000000178e+00,5.500000000000000000e+00
2.000000000000000111e-01,1.000000000000000056e-01,2.799999999999999822e+00,2.999999999999999889e-01,2.000000000000000111e-01,1.300000000000000044e+00,2.000000000000000111e-01,1.000000000000000056e-01,1.699999999999999956e+00,5.999999999999999778e-01,6.999999999999999556e-01,1.000000000000000056e-01,5.999999999999999778e-01,2.999999999999999889e-01,1.000000000000000056e-01,2.000000000000000111e-01,2.999999999999999889e-01,5.799999999999999822e+00,1.000000000000000056e-01,9.000000000000000000e+00,7.299999999999999822e+00,1.500000000000000000e+00,2.899999999999999800e-01,2.399999999999999911e+00,6.599999999999999645e+00,4.299999999999999933e-01,5.200000000000000178e+00,3.900000000000000133e-01,1.400000000000000000e+01,4.900000000000000355e+00,5.799999999999999822e+00
2.000000000000000111e-01,1.000000000000000056e-01,2.799999999999999822e+00,2.999999999999999889e-01,2.000000000000000111e-01,2.700000000000000178e+00,1.000000000000000056e-01,1.899999999999999911e+00,1.699999999999999956e+00,5.999999999999999778e-01,8.000000000000000444e-01,1.000000000000000056e-01,5.999999999999999778e-01,2.999999999999999889e-01,1.000000000000000056e-01,2.000000000000000111e-01,2.999999999999999889e-01,5.500000000000000000e+00,1.000000000000000056e-01,9.000000000000000000e+00,7.299999999999999822e+00,1.399999999999999911e+00,2.500000000000000000e-01,2.899999999999999911e+00,1.699999999999999956e+00,4.299999999999999933e-01,5.200000000000000178e+00,3.800000000000000044e-01,1.400000000000000000e+01,5.299999999999999822e+00,4.900000000000000355e+00
2.000000000000000111e-01,2.000000000000000111e-01,2.799999999999999822e+00,2.999999999999999889e-01,2.000000000000000111e-01,1.899999999999999911e+00,3.000000000000000000e+00,1.600000000000000089e+00,1.500000000000000000e+00,5.999999999999999778e-01,8.000000000000000444e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.999999999999999889e-01,1.000000000000000056e-01,2.000000000000000111e-01,2.999999999999999889e-01,4.799999999999999822e+00,1.000000000000000056e-01,9.000000000000000000e+00,6.799999999999999822e+00,1.399999999999999911e+00,2.500000000000000000e-01,2.899999999999999911e+00,1.600000000000000089e+00,4.899999999999999911e-01,5.200000000000000178e+00,3.800000000000000044e-01,1.400000000000000000e+01,5.400000000000000355e+00,5.000000000000000000e+00
1.000000000000000056e-01,2.000000000000000111e-01,3.200000000000000178e+00,2.999999999999999889e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.899999999999999911e+00,2.700000000000000178e+00,1.500000000000000000e+00,5.999999999999999778e-01,8.000000000000000444e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.999999999999999889e-01,1.000000000000000056e-01,2.000000000000000111e-01,2.999999999999999889e-01,4.799999999999999822e+00,1.000000000000000056e-01,9.400000000000000355e+00,5.200000000000000178e+00,1.300000000000000044e+00,2.500000000000000000e-01,3.000000000000000000e+00,1.300000000000000044e+00,5.600000000000000533e-01,4.599999999999999645e+00,3.400000000000000244e-01,1.400000000000000000e+01,5.299999999999999822e+00,5.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,3.399999999999999911e+00,4.000000000000000222e-01,2.000000000000000111e-01,1.100000000000000089e+00,5.000000000000000000e-01,2.200000000000000178e+00,1.500000000000000000e+00,2.999999999999999889e-01,8.000000000000000444e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.999999999999999889e-01,4.799999999999999822e+00,1.000000000000000056e-01,9.400000000000000355e+00,4.299999999999999822e+00,1.300000000000000044e+00,2.500000000000000000e-01,3.799999999999999822e+00,1.300000000000000044e+00,5.300000000000000266e-01,4.400000000000000355e+00,3.499999999999999778e-01,1.400000000000000000e+01,5.400000000000000355e+00,4.799999999999999822e+00
1.000000000000000056e-01,1.000000000000000056e-01,3.500000000000000000e+00,4.000000000000000222e-01,2.000000000000000111e-01,2.399999999999999911e+00,8.000000000000000444e-01,2.899999999999999911e+00,9.000000000000000222e-01,2.000000000000000111e-01,8.000000000000000444e-01,1.000000000000000056e-01,2.799999999999999822e+00,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,4.799999999999999822e+00,8.000000000000000444e-01,9.800000000000000711e+00,4.900000000000000355e+00,1.300000000000000044e+00,3.300000000000000155e-01,5.000000000000000000e+00,1.100000000000000089e+00,4.799999999999999822e-01,3.200000000000000178e+00,3.800000000000000044e-01,1.400000000000000000e+01,5.400000000000000355e+00,5.099999999999999645e+00
2.000000000000000111e-01,2.000000000000000111e-01,3.500000000000000000e+00,4.000000000000000222e-01,2.000000000000000111e-01,1.399999999999999911e+00,2.999999999999999889e-01,3.299999999999999822e+00,8.000000000000000444e-01,2.000000000000000111e-01,8.000000000000000444e-01,1.000000000000000056e-01,2.100000000000000089e+00,2.999999999999999889e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,4.799999999999999822e+00,1.199999999999999956e+00,1.100000000000000000e+01,5.500000000000000000e+00,1.300000000000000044e+00,4.299999999999999933e-01,3.700000000000000178e+00,1.000000000000000000e+00,4.600000000000000200e-01,2.700000000000000178e+00,3.800000000000000044e-01,1.400000000000000000e+01,5.500000000000000000e+00,5.599999999999999645e+00
2.999999999999999889e-01,2.000000000000000111e-01,3.399999999999999911e+00,4.000000000000000222e-01,1.000000000000000056e-01,1.699999999999999956e+00,1.000000000000000056e-01,4.099999999999999645e+00,5.999999999999999778e-01,2.000000000000000111e-01,8.000000000000000444e-01,1.000000000000000056e-01,6.999999999999999556e-01,4.000000000000000222e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,4.500000000000000000e+00,6.999999999999999556e-01,1.100000000000000000e+01,6.000000000000000000e+00,1.300000000000000044e+00,3.800000000000000044e-01,2.399999999999999911e+00,9.200000000000000400e-01,4.299999999999999933e-01,2.700000000000000178e+00,3.599999999999999867e-01,1.400000000000000000e+01,6.700000000000000178e+00,4.500000000000000000e+00
2.000000000000000111e-01,2.000000000000000111e-01,3.500000000000000000e+00,4.000000000000000222e-01,1.000000000000000056e-01,1.699999999999999956e+00,1.000000000000000056e-01,4.099999999999999645e+00,5.000000000000000000e-01,2.000000000000000111e-01,8.000000000000000444e-01,1.000000000000000056e-01,5.999999999999999778e-01,4.000000000000000222e-01,2.999999999999999889e-01,2.000000000000000111e-01,2.000000000000000111e-01,4.500000000000000000e+00,8.000000000000000444e-01,1.200000000000000000e+01,6.000000000000000000e+00,1.300000000000000044e+00,3.800000000000000044e-01,2.500000000000000000e+00,7.800000000000000266e-01,4.299999999999999933e-01,2.700000000000000178e+00,4.000000000000000222e-01,1.400000000000000000e+01,7.099999999999999645e+00,4.200000000000000178e+00
2.000000000000000111e-01,2.000000000000000111e-01,3.500000000000000000e+00,4.000000000000000222e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000056e-01,4.099999999999999645e+00,5.000000000000000000e-01,2.999999999999999889e-01,8.000000000000000444e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.999999999999999889e-01,2.999999999999999889e-01,2.000000000000000111e-01,2.000000000000000111e-01,4.799999999999999822e+00,5.000000000000000000e-01,1.200000000000000000e+01,6.000000000000000000e+00,1.300000000000000044e+00,6.099999999999999867e-01,2.500000000000000000e+00,6.500000000000000222e-01,4.799999999999999822e-01,2.500000000000000000e+00,5.200000000000000178e-01,1.400000000000000000e+01,5.799999999999999822e+00,4.299999999999999822e+00
2.000000000000000111e-01,2.000000000000000111e-01,3.500000000000000000e+00,4.000000000000000222e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000056e-01,3.700000000000000178e+00,5.000000000000000000e-01,2.999999999999999889e-01,9.000000000000000222e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.999999999999999889e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,4.799999999999999822e+00,1.000000000000000056e-01,1.200000000000000000e+01,6.000000000000000000e+00,1.300000000000000044e+00,5.500000000000000000e+00,2.799999999999999822e+00,7.600000000000000089e-01,4.699999999999999734e-01,2.299999999999999822e+00,6.700000000000000400e-01,1.400000000000000000e+01,6.000000000000000000e+00,4.000000000000000000e+00
2.000000000000000111e-01,2.000000000000000111e-01,3.399999999999999911e+00,2.999999999999999889e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000056e-01,6.000000000000000000e+00,5.000000000000000000e-01,2.999999999999999889e-01,8.000000000000000444e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.999999999999999889e-01,2.000000000000000111e-01,1.000000000000000056e-01,2.000000000000000111e-01,4.799999999999999822e+00,2.999999999999999889e-01,1.200000000000000000e+01,6.000000000000000000e+00,1.300000000000000044e+00,4.900000000000000355e+00,3.700000000000000178e+00,1.000000000000000000e+00,4.600000000000000200e-01,1.899999999999999911e+00,8.000000000000000444e-01,1.400000000000000000e+01,9.500000000000000000e+00,3.700000000000000178e+00
2.000000000000000111e-01,2.000000000000000111e-01,3.200000000000000178e+00,2.999999999999999889e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000056e-01,9.300000000000000711e+00,5.000000000000000000e-01,2.000000000000000111e-01,8.000000000000000444e-01,1.000000000000000056e-01,5.999999999999999778e-01,2.999999999999999889e-01,2.000000000000000111e-01,1.000000000000000056e-01,2.999999999999999889e-01,4.500000000000000000e+00,6.999999999999999556e-01,1.200000000000000000e+01,6.000000000000000000e+00,1.199999999999999956e+00,4.900000000000000355e+00,2.899999999999999911e+00,1.100000000000000089e+00,4.299999999999999933e-01,2.399999999999999911e+00,6.500000000000000222e-01,1.500000000000000000e+01,8.199999999999999289e+00,3.799999999999999822e+00
2.000000000000000111e-01,2.000000000000000111e-01,3.200000000000000178e+00,2.999999999999999889e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.299999999999999822e+00,6.900000000000000355e+00,5.000000000000000000e-01,2.000000000000000111e-01,8.000000000000000444e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000056e-01,2.999999999999999889e-01,4.500000000000000000e+00,4.000000000000000222e-01,1.200000000000000000e+01,2.799999999999999822e+00,1.199999999999999956e+00,4.900000000000000355e+00,2.399999999999999911e+00,9.200000000000000400e-01,4.299999999999999933e-01,1.800000000000000044e+00,5.100000000000000089e-01,1.500000000000000000e+01,8.199999999999999289e+00,3.799999999999999822e+00
2.999999999999999889e-01,2.000000000000000111e-01,3.000000000000000000e+00,4.000000000000000222e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.699999999999999956e+00,5.700000000000000178e+00,5.999999999999999778e-01,2.000000000000000111e-01,8.000000000000000444e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.000000000000000111e-01,2.999999999999999889e-01,1.000000000000000056e-01,2.999999999999999889e-01,4.500000000000000000e+00,1.000000000000000056e-01,1.200000000000000000e+01,1.399999999999999911e+00,1.199999999999999956e+00,4.900000000000000355e+00,6.599999999999999645e+00,8.599999999999999867e-01,4.299999999999999933e-01,1.699999999999999956e+00,4.600000000000000200e-01,1.400000000000000000e+01,7.799999999999999822e+00,4.000000000000000000e+00
2.000000000000000111e-01,2.000000000000000111e-01,3.200000000000000178e+00,4.000000000000000222e-01,2.000000000000000111e-01,1.000000000000000056e-01,6.999999999999999556e-01,5.299999999999999822e+00,9.000000000000000222e-01,2.000000000000000111e-01,9.000000000000000222e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.999999999999999889e-01,2.999999999999999889e-01,1.000000000000000056e-01,2.999999999999999889e-01,4.500000000000000000e+00,1.000000000000000056e-01,1.200000000000000000e+01,1.100000000000000089e+00,5.500000000000000000e+00,4.599999999999999645e+00,5.099999999999999645e+00,9.100000000000000311e-01,4.299999999999999933e-01,2.799999999999999822e+00,5.000000000000000000e-01,1.400000000000000000e+01,6.700000000000000178e+00,4.500000000000000000e+00
2.000000000000000111e-01,4.200000000000000178e+00,3.200000000000000178e+00,4.000000000000000222e-01,2.000000000000000111e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.899999999999999911e+00,2.399999999999999911e+00,2.000000000000000111e-01,9.000000000000000222e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.000000000000000111e-01,4.000000000000000222e-01,1.000000000000000056e-01,2.999999999999999889e-01,4.500000000000000000e+00,1.000000000000000056e-01,1.200000000000000000e+01,9.899999999999999911e-01,6.500000000000000000e+00,4.599999999999999645e+00,3.899999999999999911e+00,9.899999999999999911e-01,4.299999999999999933e-01,3.100000000000000089e+00,5.699999999999999512e-01,1.500000000000000000e+01,7.900000000000000355e+00,5.000000000000000000e+00
2.999999999999999889e-01,1.899999999999999911e+00,3.500000000000000000e+00,2.999999999999999889e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.699999999999999956e+00,2.500000000000000000e+00,3.500000000000000000e+00,2.000000000000000111e-01,9.000000000000000222e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.000000000000000111e-01,4.000000000000000222e-01,1.000000000000000056e-01,2.999999999999999889e-01,4.500000000000000000e+00,1.000000000000000056e-01,1.200000000000000000e+01,9.899999999999999911e-01,3.000000000000000000e+00,4.599999999999999645e+00,3.700000000000000178e+00,1.000000000000000000e+00,4.299999999999999933e-01,4.700000000000000178e+00,5.000000000000000000e-01,1.600000000000000000e+01,7.099999999999999645e+00,3.799999999999999822e+00
8.000000000000000444e-01,1.300000000000000044e+00,3.399999999999999911e+00,2.999999999999999889e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.200000000000000178e+00,2.200000000000000178e+00,3.500000000000000000e+00,2.000000000000000111e-01,9.000000000000000222e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.000000000000000111e-01,4.000000000000000222e-01,1.000000000000000056e-01,2.999999999999999889e-01,4.799999999999999822e+00,1.000000000000000056e-01,1.200000000000000000e+01,9.899999999999999911e-01,3.000000000000000000e+00,4.900000000000000355e+00,3.600000000000000089e+00,1.100000000000000089e+00,4.600000000000000200e-01,4.900000000000000355e+00,5.100000000000000089e-01,1.500000000000000000e+01,6.400000000000000355e+00,4.200000000000000178e+00
4.000000000000000222e-01,4.000000000000000222e-01,3.000000000000000000e+00,2.999999999999999889e-01,2.000000000000000111e-01,2.999999999999999889e-01,2.600000000000000089e+00,2.200000000000000178e+00,3.500000000000000000e+00,2.000000000000000111e-01,8.000000000000000444e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.999999999999999889e-01,5.000000000000000000e-01,1.000000000000000056e-01,2.999999999999999889e-01,4.799999999999999822e+00,1.000000000000000056e-01,1.200000000000000000e+01,8.499999999999999778e-01,3.000000000000000000e+00,4.900000000000000355e+00,3.399999999999999911e+00,5.599999999999999645e+00,4.799999999999999822e-01,4.099999999999999645e+00,4.600000000000000200e-01,1.400000000000000000e+01,6.000000000000000000e+00,4.799999999999999822e+00
2.999999999999999889e-01,1.000000000000000056e-01,3.399999999999999911e+00,2.999999999999999889e-01,2.000000000000000111e-01,4.000000000000000222e-01,2.600000000000000089e+00,2.200000000000000178e+00,3.500000000000000000e+00,2.000000000000000111e-01,8.000000000000000444e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.999999999999999889e-01,1.000000000000000000e+00,1.000000000000000056e-01,2.999999999999999889e-01,5.000000000000000000e+00,1.000000000000000056e-01,1.200000000000000000e+01,3.600000000000000089e+00,3.000000000000000000e+00,4.299999999999999822e+00,3.100000000000000089e+00,7.599999999999999645e+00,4.899999999999999911e-01,3.200000000000000178e+00,5.300000000000000266e-01,1.400000000000000000e+01,7.400000000000000355e+00,4.299999999999999822e+00
2.999999999999999889e-01,1.000000000000000056e-01,3.500000000000000000e+00,2.999999999999999889e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.600000000000000089e+00,2.200000000000000178e+00,3.200000000000000178e+00,2.000000000000000111e-01,8.000000000000000444e-01,1.000000000000000056e-01,6.999999999999999556e-01,2.999999999999999889e-01,1.399999999999999911e+00,1.000000000000000056e-01,2.999999999999999889e-01,5.299999999999999822e+00,1.000000000000000056e-01,1.200000000000000000e+01,6.799999999999999822e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.500000000000000000e+00,7.099999999999999645e+00,4.899999999999999911e-01,2.299999999999999822e+00,7.399999999999999911e-01,1.500000000000000000e+01,6.099999999999999645e+00,4.200000000000000178e+00
2.999999999999999889e-01,1.000000000000000056e-01,3.700000000000000178e+00,2.999999999999999889e-01,2.999999999999999889e-01,2.000000000000000111e-01,2.200000000000000178e+00,1.500000000000000000e+00,3.200000000000000178e+00,2.000000000000000111e-01,8.000000000000000444e-01,2.000000000000000111e-01,6.999999999999999556e-01,2.999999999999999889e-01,5.000000000000000000e-01,2.000000000000000111e-01,2.999999999999999889e-01,5.000000000000000000e+00,1.000000000000000056e-01,1.200000000000000000e+01,6.799999999999999822e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,6.599999999999999645e+00,4.600000000000000200e-01,2.000000000000000000e+00,5.300000000000000266e-01,1.700000000000000000e+01,5.700000000000000178e+00,4.400000000000000355e+00
2.000000000000000111e-01,2.000000000000000111e-01,3.899999999999999911e+00,2.999999999999999889e-01,2.999999999999999889e-01,2.000000000000000111e-01,2.200000000000000178e+00,2.600000000000000089e+00,3.200000000000000178e+00,2.000000000000000111e-01,9.000000000000000222e-01,2.000000000000000111e-01,6.999999999999999556e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.000000000000000111e-01,2.999999999999999889e-01,5.000000000000000000e+00,1.000000000000000056e-01,1.100000000000000000e+01,6.799999999999999822e+00,2.000000000000000000e+00,1.500000000000000000e+00,3.799999999999999822e+00,5.799999999999999822e+00,4.299999999999999933e-01,2.100000000000000089e+00,4.600000000000000200e-01,2.100000000000000000e+01,6.200000000000000178e+00,4.500000000000000000e+00
2.000000000000000111e-01,1.000000000000000056e-01,4.299999999999999822e+00,4.000000000000000222e-01,4.000000000000000222e-01,2.000000000000000111e-01,1.000000000000000000e+00,4.599999999999999645e+00,3.200000000000000178e+00,2.000000000000000111e-01,9.000000000000000222e-01,2.000000000000000111e-01,6.999999999999999556e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.000000000000000111e-01,2.999999999999999889e-01,5.000000000000000000e+00,1.000000000000000056e-01,1.100000000000000000e+01,6.799999999999999822e+00,1.399999999999999911e+00,1.399999999999999911e+00,3.899999999999999911e+00,4.900000000000000355e+00,4.299999999999999933e-01,1.600000000000000089e+00,4.199999999999999845e-01,1.700000000000000000e+01,5.900000000000000355e+00,4.299999999999999822e+00
