1.950000000000000000e+03,1.951000000000000000e+03,1.952000000000000000e+03,1.953000000000000000e+03,1.954000000000000000e+03,1.955000000000000000e+03,1.956000000000000000e+03,1.957000000000000000e+03,1.958000000000000000e+03,1.959000000000000000e+03,1.960000000000000000e+03,1.961000000000000000e+03,1.962000000000000000e+03,1.963000000000000000e+03,1.964000000000000000e+03,1.965000000000000000e+03,1.966000000000000000e+03,1.967000000000000000e+03,1.968000000000000000e+03,1.969000000000000000e+03,1.970000000000000000e+03,1.971000000000000000e+03,1.972000000000000000e+03,1.973000000000000000e+03,1.974000000000000000e+03,1.975000000000000000e+03,1.976000000000000000e+03,1.977000000000000000e+03,1.978000000000000000e+03,1.979000000000000000e+03,1.980000000000000000e+03,1.981000000000000000e+03,1.982000000000000000e+03,1.983000000000000000e+03,1.984000000000000000e+03,1.985000000000000000e+03,1.986000000000000000e+03,1.987000000000000000e+03,1.988000000000000000e+03,1.989000000000000000e+03,1.990000000000000000e+03,1.991000000000000000e+03,1.992000000000000000e+03,1.993000000000000000e+03,1.994000000000000000e+03,1.995000000000000000e+03,1.996000000000000000e+03,1.997000000000000000e+03,1.998000000000000000e+03,1.999000000000000000e+03,2.000000000000000000e+03,2.001000000000000000e+03,2.002000000000000000e+03,2.003000000000000000e+03,2.004000000000000000e+03,2.005000000000000000e+03,2.006000000000000000e+03,2.007000000000000000e+03,2.008000000000000000e+03,2.009000000000000000e+03,2.010000000000000000e+03,2.011000000000000000e+03,2.012000000000000000e+03,2.013000000000000000e+03,2.014000000000000000e+03,2.015000000000000000e+03
2.000000000000000111e-01,0.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000056e-01,2.999999999999999889e-01,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000056e-01,5.999999999999999778e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.999999999999999889e-01,1.300000000000000044e+00,4.500000000000000111e-01,1.600000000000000089e+00,4.199999999999999845e-01,2.500000000000000000e-01,2.300000000000000100e-01,4.000000000000000222e-01,1.600000000000000033e-01,1.100000000000000006e-01,8.800000000000000044e-01,2.099999999999999922e-01,9.000000000000000222e-01,1.199999999999999956e+00,2.399999999999999911e+00,7.600000000000000089e-01,1.100000000000000089e+00,3.200000000000000000e+01,8.199999999999999512e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.699999999999999512e-01,4.799999999999999822e-01,7.500000000000000000e-01,1.100000000000000089e+00,3.300000000000000155e-01,6.500000000000000222e-01,3.499999999999999778e-01,2.099999999999999922e-01
2.000000000000000111e-01,0.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000056e-01,4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,5.999999999999999778e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.999999999999999889e-01,1.199999999999999956e+00,4.500000000000000111e-01,1.800000000000000044e+00,4.400000000000000022e-01,2.000000000000000111e-01,2.399999999999999911e-01,4.500000000000000111e-01,2.600000000000000089e-01,1.000000000000000056e-01,8.900000000000000133e-01,1.700000000000000122e-01,9.000000000000000222e-01,1.100000000000000089e+00,2.100000000000000089e+00,8.100000000000000533e-01,1.100000000000000089e+00,1.600000000000000000e+01,1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.600000000000000200e-01,6.400000000000000133e-01,4.799999999999999822e-01,7.500000000000000000e-01,1.080000000000000071e+00,2.999999999999999889e-01,6.899999999999999467e-01,2.999999999999999889e-01,2.500000000000000000e-01
1.000000000000000056e-01,0.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000056e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,5.999999999999999778e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,1.000000000000000056e-01,5.000000000000000000e-01,1.199999999999999956e+00,4.500000000000000111e-01,1.899999999999999911e+00,5.799999999999999600e-01,1.900000000000000022e-01,2.399999999999999911e-01,5.000000000000000000e-01,2.999999999999999889e-01,8.999999999999999667e-02,8.800000000000000044e-01,2.099999999999999922e-01,8.800000000000000044e-01,1.100000000000000089e+00,2.100000000000000089e+00,7.800000000000000266e-01,1.100000000000000089e+00,8.400000000000000355e+00,1.100000000000000089e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.799999999999999822e-01,7.099999999999999645e-01,4.899999999999999911e-01,7.600000000000000089e-01,1.179999999999999938e+00,3.099999999999999978e-01,7.199999999999999734e-01,2.399999999999999911e-01,2.800000000000000266e-01
1.000000000000000056e-01,0.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000056e-01,5.000000000000000000e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.999999999999999889e-01,5.999999999999999778e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,1.300000000000000044e+00,4.500000000000000111e-01,1.800000000000000044e+00,5.999999999999999778e-01,1.799999999999999933e-01,2.000000000000000111e-01,4.000000000000000222e-01,3.499999999999999778e-01,1.499999999999999944e-01,8.299999999999999600e-01,1.300000000000000044e-01,8.800000000000000044e-01,1.100000000000000089e+00,2.399999999999999911e+00,7.800000000000000266e-01,1.100000000000000089e+00,4.500000000000000000e+00,1.199999999999999956e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.500000000000000111e-01,9.200000000000000400e-01,5.899999999999999689e-01,9.399999999999999467e-01,1.360000000000000098e+00,3.300000000000000155e-01,8.100000000000000533e-01,2.399999999999999911e-01,4.600000000000000200e-01
1.000000000000000056e-01,0.000000000000000000e+00,4.000000000000000222e-01,0.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000056e-01,2.000000000000000111e-01,2.999999999999999889e-01,6.999999999999999556e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.999999999999999778e-01,1.300000000000000044e+00,3.800000000000000044e-01,1.699999999999999956e+00,6.199999999999999956e-01,1.600000000000000033e-01,1.600000000000000033e-01,4.000000000000000222e-01,3.300000000000000155e-01,6.600000000000000311e-01,6.999999999999999556e-01,1.700000000000000122e-01,8.699999999999999956e-01,1.100000000000000089e+00,2.399999999999999911e+00,7.299999999999999822e-01,1.100000000000000089e+00,5.400000000000000355e+00,1.100000000000000089e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.000000000000000000e-01,1.000000000000000000e+00,6.800000000000000488e-01,1.060000000000000053e+00,7.379999999999999893e+00,4.400000000000000022e-01,7.199999999999999734e-01,2.500000000000000000e-01,5.799999999999999600e-01
2.000000000000000111e-01,0.000000000000000000e+00,4.000000000000000222e-01,0.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000056e-01,2.000000000000000111e-01,2.999999999999999889e-01,8.000000000000000444e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.999999999999999889e-01,1.100000000000000089e+00,3.499999999999999778e-01,1.600000000000000089e+00,6.700000000000000400e-01,1.499999999999999944e-01,8.999999999999999667e-02,4.500000000000000111e-01,2.300000000000000100e-01,4.099999999999999756e-01,6.300000000000000044e-01,2.099999999999999922e-01,8.699999999999999956e-01,1.100000000000000089e+00,2.000000000000000000e+00,6.999999999999999556e-01,1.100000000000000089e+00,9.199999999999999289e+00,8.900000000000000133e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.799999999999999600e-01,8.299999999999999600e-01,6.099999999999999867e-01,1.229999999999999982e+00,3.770000000000000018e+00,5.000000000000000000e-01,6.700000000000000400e-01,2.500000000000000000e-01,6.199999999999999956e-01
1.000000000000000056e-01,0.000000000000000000e+00,4.000000000000000222e-01,0.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000056e-01,2.000000000000000111e-01,2.999999999999999889e-01,8.000000000000000444e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.999999999999999889e-01,1.000000000000000000e+00,4.199999999999999845e-01,1.600000000000000089e+00,6.800000000000000488e-01,1.300000000000000044e-01,1.199999999999999956e-01,5.000000000000000000e-01,2.800000000000000266e-01,3.900000000000000133e-01,5.500000000000000444e-01,1.700000000000000122e-01,1.100000000000000089e+00,1.199999999999999956e+00,2.100000000000000089e+00,6.899999999999999467e-01,1.100000000000000089e+00,6.799999999999999822e+00,7.199999999999999734e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.600000000000000311e-01,6.899999999999999467e-01,5.699999999999999512e-01,1.080000000000000071e+00,2.370000000000000107e+00,5.100000000000000089e-01,6.300000000000000044e-01,2.800000000000000266e-01,4.899999999999999911e-01
1.000000000000000056e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.000000000000000111e-01,8.000000000000000444e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000111e-01,9.599999999999999645e-01,4.299999999999999933e-01,1.600000000000000089e+00,5.899999999999999689e-01,1.300000000000000044e-01,1.600000000000000033e-01,8.000000000000000444e-01,3.800000000000000044e-01,4.199999999999999845e-01,3.900000000000000133e-01,1.300000000000000044e-01,1.100000000000000089e+00,1.199999999999999956e+00,2.100000000000000089e+00,7.900000000000000355e-01,1.000000000000000000e+00,6.900000000000000355e+00,6.400000000000000133e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.999999999999999778e-01,6.600000000000000311e-01,6.099999999999999867e-01,9.599999999999999645e-01,2.029999999999999805e+00,5.500000000000000444e-01,6.300000000000000044e-01,2.899999999999999800e-01,4.099999999999999756e-01
1.000000000000000056e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000111e-01,6.999999999999999556e-01,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000111e-01,9.399999999999999467e-01,3.800000000000000044e-01,1.600000000000000089e+00,5.699999999999999512e-01,1.100000000000000006e-01,2.500000000000000000e-01,6.800000000000000488e-01,3.400000000000000244e-01,1.100000000000000089e+00,3.200000000000000067e-01,2.099999999999999922e-01,1.000000000000000000e+00,1.199999999999999956e+00,2.200000000000000178e+00,8.000000000000000444e-01,9.200000000000000400e-01,7.200000000000000178e+00,6.700000000000000400e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.500000000000000111e-01,6.700000000000000400e-01,6.199999999999999956e-01,8.000000000000000444e-01,1.909999999999999920e+00,6.500000000000000222e-01,7.900000000000000355e-01,2.899999999999999800e-01,4.000000000000000222e-01
1.000000000000000056e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000056e-01,1.000000000000000056e-01,2.000000000000000111e-01,6.999999999999999556e-01,2.000000000000000111e-01,1.300000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,1.000000000000000056e-01,4.000000000000000222e-01,8.699999999999999956e-01,4.099999999999999756e-01,1.699999999999999956e+00,5.699999999999999512e-01,8.000000000000000167e-02,2.999999999999999889e-01,5.699999999999999512e-01,3.599999999999999867e-01,7.199999999999999734e-01,3.400000000000000244e-01,2.600000000000000089e-01,9.699999999999999734e-01,1.199999999999999956e+00,2.100000000000000089e+00,8.299999999999999600e-01,9.200000000000000400e-01,9.000000000000000000e+00,7.199999999999999734e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.100000000000000089e-01,7.900000000000000355e-01,6.099999999999999867e-01,7.199999999999999734e-01,1.840000000000000080e+00,7.299999999999999822e-01,1.179999999999999938e+00,3.099999999999999978e-01,3.900000000000000133e-01
1.000000000000000056e-01,0.000000000000000000e+00,5.999999999999999778e-01,1.000000000000000056e-01,4.000000000000000222e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.699999999999999956e+00,6.999999999999999556e-01,1.000000000000000056e-01,2.999999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,1.000000000000000056e-01,4.000000000000000222e-01,8.599999999999999867e-01,4.299999999999999933e-01,1.600000000000000089e+00,5.699999999999999512e-01,1.000000000000000056e-01,2.500000000000000000e-01,5.400000000000000355e-01,3.800000000000000044e-01,5.999999999999999778e-01,3.499999999999999778e-01,1.700000000000000122e-01,9.300000000000000488e-01,1.199999999999999956e+00,2.100000000000000089e+00,2.399999999999999911e+00,1.000000000000000000e+00,7.299999999999999822e+00,7.600000000000000089e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.600000000000000311e-01,7.700000000000000178e-01,6.700000000000000400e-01,7.199999999999999734e-01,1.820000000000000062e+00,8.499999999999999778e-01,7.800000000000000266e-01,3.300000000000000155e-01,4.000000000000000222e-01
