1.952000000000000000e+03,1.953000000000000000e+03,1.954000000000000000e+03,1.955000000000000000e+03,1.956000000000000000e+03,1.957000000000000000e+03,1.958000000000000000e+03,1.959000000000000000e+03,1.960000000000000000e+03,1.961000000000000000e+03,1.962000000000000000e+03,1.963000000000000000e+03,1.964000000000000000e+03
8.000000000000000444e-01,4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000089e+00,2.999999999999999889e-01,5.000000000000000000e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,9.000000000000000222e-01
8.000000000000000444e-01,4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000089e+00,2.999999999999999889e-01,4.000000000000000222e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,8.000000000000000444e-01
8.000000000000000444e-01,4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e+00,2.999999999999999889e-01,5.000000000000000000e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,9.000000000000000222e-01
8.000000000000000444e-01,2.999999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e+00,2.999999999999999889e-01,5.999999999999999778e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,6.999999999999999556e-01
8.000000000000000444e-01,2.999999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000044e+00,2.999999999999999889e-01,5.999999999999999778e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,1.100000000000000089e+00
8.000000000000000444e-01,2.999999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e+00,2.999999999999999889e-01,8.000000000000000444e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,1.699999999999999956e+00
8.000000000000000444e-01,2.999999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e+00,2.999999999999999889e-01,9.000000000000000222e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,1.399999999999999911e+00
8.000000000000000444e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000089e+00,2.999999999999999889e-01,5.999999999999999778e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,1.000000000000000056e-01,5.999999999999999778e-01
8.000000000000000444e-01,2.999999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.999999999999999889e-01,8.000000000000000444e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,5.000000000000000000e-01
8.000000000000000444e-01,4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000089e+00,3.000000000000000000e+00,8.000000000000000444e-01,2.999999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,1.000000000000000056e-01,6.999999999999999556e-01
8.000000000000000444e-01,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e+00,3.000000000000000000e+00,5.999999999999999778e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.700000000000000178e+00,6.999999999999999556e-01
8.000000000000000444e-01,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000044e+00,3.000000000000000000e+00,5.999999999999999778e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.480000000000000000e+02,2.500000000000000000e+00,5.999999999999999778e-01
8.000000000000000444e-01,4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e+00,3.000000000000000000e+00,5.999999999999999778e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+03,1.100000000000000089e+00,6.999999999999999556e-01
8.000000000000000444e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e+00,3.000000000000000000e+00,8.000000000000000444e-01,1.000000000000000056e-01,1.000000000000000056e-01,0.000000000000000000e+00,3.650000000000000000e+02,8.000000000000000444e-01,5.999999999999999778e-01
8.000000000000000444e-01,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000089e+00,3.000000000000000000e+00,1.399999999999999911e+00,1.000000000000000056e-01,2.000000000000000111e-01,0.000000000000000000e+00,6.000000000000000000e+01,9.000000000000000222e-01,5.000000000000000000e-01
8.000000000000000444e-01,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000089e+00,3.000000000000000000e+00,8.000000000000000444e-01,1.000000000000000056e-01,1.000000000000000056e-01,0.000000000000000000e+00,1.500000000000000000e+01,1.100000000000000089e+00,5.999999999999999778e-01
8.000000000000000444e-01,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,5.999999999999999778e-01,1.000000000000000056e-01,1.000000000000000056e-01,0.000000000000000000e+00,1.400000000000000000e+01,1.600000000000000089e+00,5.999999999999999778e-01
8.000000000000000444e-01,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,1.600000000000000089e+00,5.999999999999999778e-01
8.000000000000000444e-01,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,1.600000000000000089e+00,5.999999999999999778e-01
8.000000000000000444e-01,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+01,1.600000000000000089e+00,6.999999999999999556e-01
8.000000000000000444e-01,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000089e+00,1.000000000000000000e+00,4.000000000000000222e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,1.699999999999999956e+00,5.999999999999999778e-01
8.000000000000000444e-01,4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.399999999999999911e+00,2.999999999999999889e-01,1.000000000000000056e-01,0.000000000000000000e+00,9.000000000000000000e+00,1.699999999999999956e+00,5.000000000000000000e-01
8.000000000000000444e-01,5.000000000000000000e-01,2.000000000000000111e-01,0.000000000000000000e+00,1.199999999999999956e+00,1.000000000000000000e+00,9.000000000000000222e-01,1.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000044e+00,5.999999999999999778e-01
8.000000000000000444e-01,5.999999999999999778e-01,2.000000000000000111e-01,0.000000000000000000e+00,1.100000000000000089e+00,1.000000000000000000e+00,5.999999999999999778e-01,5.000000000000000000e-01,2.000000000000000111e-01,0.000000000000000000e+00,5.000000000000000000e+00,1.699999999999999956e+00,5.999999999999999778e-01
8.000000000000000444e-01,6.999999999999999556e-01,2.000000000000000111e-01,0.000000000000000000e+00,1.199999999999999956e+00,1.000000000000000000e+00,4.000000000000000222e-01,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,4.000000000000000000e+00,1.899999999999999911e+00,5.999999999999999778e-01
8.000000000000000444e-01,8.000000000000000444e-01,1.000000000000000056e-01,0.000000000000000000e+00,1.199999999999999956e+00,1.000000000000000000e+00,4.000000000000000222e-01,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,3.500000000000000000e+00,2.100000000000000089e+00,6.999999999999999556e-01
8.000000000000000444e-01,6.999999999999999556e-01,1.000000000000000056e-01,0.000000000000000000e+00,1.199999999999999956e+00,1.000000000000000000e+00,5.000000000000000000e-01,2.999999999999999889e-01,2.000000000000000111e-01,0.000000000000000000e+00,3.500000000000000000e+00,1.600000000000000089e+00,5.999999999999999778e-01
8.000000000000000444e-01,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e+00,1.000000000000000000e+00,5.000000000000000000e-01,9.000000000000000222e-01,1.000000000000000056e-01,0.000000000000000000e+00,3.000000000000000000e+00,1.399999999999999911e+00,1.100000000000000089e+00
8.000000000000000444e-01,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000089e+00,1.000000000000000000e+00,5.999999999999999778e-01,5.000000000000000000e-01,1.000000000000000056e-01,0.000000000000000000e+00,3.000000000000000000e+00,1.100000000000000089e+00,3.200000000000000178e+00
8.000000000000000444e-01,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000089e+00,1.000000000000000000e+00,5.999999999999999778e-01,5.000000000000000000e-01,1.000000000000000056e-01,0.000000000000000000e+00,2.899999999999999911e+00,1.600000000000000089e+00,3.799999999999999822e+00
8.000000000000000444e-01,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.699999999999999956e+00,1.000000000000000000e+00,9.000000000000000222e-01,4.000000000000000222e-01,1.000000000000000056e-01,0.000000000000000000e+00,2.899999999999999911e+00,1.100000000000000089e+00,2.299999999999999822e+00
8.000000000000000444e-01,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.299999999999999822e+00,5.000000000000000000e-01,1.199999999999999956e+00,2.000000000000000111e-01,1.000000000000000056e-01,0.000000000000000000e+00,2.799999999999999822e+00,1.399999999999999911e+00,4.000000000000000000e+00
